phylotree_tip_name,Assembly.Identifier,Phylum,Class,Order,Family,Genus,Organism.Name,ln_Genome_size,eigenvector_1,eigenvector_2,eigenvector_3,eigenvector_4,eigenvector_5,eigenvector_6,eigenvector_7,eigenvector_8,eigenvector_9,eigenvector_10,eigenvector_11,eigenvector_12,Average_lifespan_days
Ruditapes_philippinarum_ott913666,GCA_026571515.2_ASM2657151v2,Mollusca,Bivalvia,Venerida,Veneridae,Ruditapes,Ruditapes philippinarum,21.06551909,-0.064955264,0.00731066,0.001184873,6.21E-05,0.00078867,-0.000562244,-0.000286782,0.000149665,0.000296052,0.000117721,0.093699733,0.018629212,4842.82
Mercenaria_mercenaria_ott80121,GCA_021730395.1_MADL_Memer_1,Mollusca,Bivalvia,Venerida,Veneridae,Mercenaria,Mercenaria mercenaria,21.34287397,-0.064955264,0.00731066,0.001184873,6.21E-05,0.00078867,-0.000562244,-0.000286782,0.000149665,0.000296052,0.000117721,0.093699733,0.018629212,11777.33333
Saxidomus_gigantea_ott139257,GCA_032359765.1_ASM3235976v1,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus gigantea,20.64114275,-0.064955487,0.007310729,0.001184892,6.21E-05,0.000788699,-0.000562286,-0.000286813,0.00014969,0.000296103,0.000117747,0.093720826,0.018634015,6935
Saxidomus_purpurata_ott605472,GCA_022818135.2_GRF_Spur_v2,Mollusca,Bivalvia,Venerida,Veneridae,Saxidomus,Saxidomus purpurata,20.7287509,-0.064955487,0.007310729,0.001184892,6.21E-05,0.000788699,-0.000562286,-0.000286813,0.00014969,0.000296103,0.000117747,0.093720826,0.018634015,5840
Corbicula_japonica_ott920654,GCA_038501625.1_CoJap,Mollusca,Bivalvia,Venerida,Cyrenidae,Corbicula,Corbicula japonica,20.79063591,-0.064954939,0.007310558,0.001184846,6.21E-05,0.000788628,-0.000562182,-0.000286737,0.000149629,0.000295978,0.000117684,0.093669094,0.018622235,4136.666667
Troendleina_suluensis_ott7492262,GCA_964194395.1_xbSteFlor3.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Stewartia,Stewartia floridana,21.36979765,-0.064951237,0.007309403,0.001184531,6.21E-05,0.000788147,-0.000561478,-0.000286224,0.000149218,0.000295133,0.000117253,0.093318867,0.018542465,2190
Anodontia_alba_ott331898,GCA_964016985.1_xbAnoAlba1.1,Mollusca,Bivalvia,Lucinida,Lucinidae,Anodontia,Anodontia alba,21.34538547,-0.064951237,0.007309403,0.001184531,6.21E-05,0.000788147,-0.000561478,-0.000286224,0.000149218,0.000295133,0.000117253,0.093318867,0.018542465,730
Sinonovacula_constricta_ott1064443,GCA_007844125.1_ASM784412v1,Mollusca,Bivalvia,Cardiida,Solecurtidae,Sinonovacula,Sinonovacula constricta,20.92281176,-0.064952542,0.00730981,0.001184642,6.21E-05,0.000788316,-0.000561726,-0.000286405,0.000149363,0.00029543,0.000117404,0.09344192,0.01857048,1825
Panopea_generosa_ott875210,GCA_029582155.1_ASM2958215v1,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Panopea,Panopea generosa,21.11135505,-0.064952575,0.00730982,0.001184645,6.21E-05,0.000788321,-0.000561732,-0.000286409,0.000149367,0.000295438,0.000117408,0.093445055,0.018571194,48545
Cyrtodaria_siliqua_ott2864086,GCA_037043455.1_xbCyrSili1_p1.0,Mollusca,Bivalvia,Adapedonta,Hiatellidae,Cyrtodaria,Cyrtodaria siliqua,21.78223434,-0.064952575,0.00730982,0.001184645,6.21E-05,0.000788321,-0.000561732,-0.000286409,0.000149367,0.000295438,0.000117408,0.093445055,0.018571194,38325
Venustaconcha_ellipsiformis_ott116466,GCA_003401595.1_ASM340159v1,Mollusca,Bivalvia,Unionida,Unionidae,Venustaconcha,Venustaconcha ellipsiformis,21.18700778,-0.064915306,0.007298184,0.001181474,6.18E-05,0.00078346,-0.000554602,-0.000281197,0.000145173,0.000286803,0.000112988,0.089851116,0.017750196,5475
Unio_delphinus_ott24981,GCA_029339505.1_Ude_BIV7592_haploid,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio delphinus,21.64193707,-0.064915469,0.007298234,0.001181488,6.18E-05,0.000783481,-0.000554632,-0.000281219,0.00014519,0.000286839,0.000113007,0.089865912,0.017753544,4015
Unio_pictorum_ott70003,GCA_030141615.1_Upi_BIV9798,Mollusca,Bivalvia,Unionida,Unionidae,Unio,Unio pictorum,21.61293568,-0.064915469,0.007298234,0.001181488,6.18E-05,0.000783481,-0.000554632,-0.000281219,0.00014519,0.000286839,0.000113007,0.089865912,0.017753544,5091.75
Megalonaias_nervosa_ott609673,GCA_016617855.1_ASM1661785v1,Mollusca,Bivalvia,Unionida,Unionidae,Megalonaias,Megalonaias nervosa,21.58413617,-0.064915306,0.007298184,0.001181474,6.18E-05,0.00078346,-0.000554602,-0.000281197,0.000145173,0.000286803,0.000112988,0.089851116,0.017750196,16425
Margaritifera_margaritifera_durrovensis_ott622474,GCA_029931535.1_MarmarV2,Mollusca,Bivalvia,Unionida,Margaritiferidae,Margaritifera,Margaritifera margaritifera,21.62079162,-0.064915294,0.00729818,0.001181473,6.18E-05,0.000783458,-0.000554599,-0.000281195,0.000145171,0.0002868,0.000112987,0.089849999,0.017749943,53290
Watasenia_scintillans_ott1054846,GCA_015471945.1_Wsci_v1.0,Mollusca,Cephalopoda,Oegopsida,Enoploteuthidae,Watasenia,Watasenia scintillans,20.29121349,-0.064322977,0.00711077,0.001129669,5.73E-05,0.000700236,-0.000420688,-0.000174791,4.44E-05,7.51E-05,-1.29E-05,-0.013876825,-0.006232842,395.4166667
Onykia_robusta_ott1033804,GCA_037178445.1_ASM3717844v1,Mollusca,Cephalopoda,Oegopsida,Onychoteuthidae,Onykia,Onykia robusta,21.58627838,-0.064322986,0.007110773,0.00112967,5.73E-05,0.000700237,-0.000420689,-0.000174792,4.44E-05,7.51E-05,-1.29E-05,-0.013876954,-0.006232909,520
Architeuthis_dux_ott251385,GCA_006491835.1_UP_Adux,Mollusca,Cephalopoda,Oegopsida,Architeuthidae,Architeuthis,Architeuthis dux,21.71415147,-0.064322986,0.007110773,0.00112967,5.73E-05,0.000700237,-0.000420689,-0.000174792,4.44E-05,7.51E-05,-1.29E-05,-0.013876954,-0.006232909,2269.778571
Thysanoteuthis_rhombus_ott526075,GCA_963457665.1_xcThyRhom1.1,Mollusca,Cephalopoda,Oegopsida,Thysanoteuthidae,Thysanoteuthis,Thysanoteuthis rhombus,21.72971863,-0.064322977,0.00711077,0.001129669,5.73E-05,0.000700236,-0.000420688,-0.000174791,4.44E-05,7.51E-05,-1.29E-05,-0.01387682,-0.00623284,300
Sepia_lycidas_ott262643,GCA_963932145.1_xcSepLyci1.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion lycidas,22.36336609,-0.064323194,0.007110836,0.001129687,5.73E-05,0.000700261,-0.000420719,-0.00017481,4.44E-05,7.51E-05,-1.29E-05,-0.013879881,-0.006234414,365
Sepia_esculenta_ott622220,GCA_964036315.1_xcSepEscu2.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion esculentum,22.36077199,-0.064323194,0.007110836,0.001129687,5.73E-05,0.000700261,-0.000420719,-0.00017481,4.44E-05,7.51E-05,-1.29E-05,-0.013879881,-0.006234414,365
Sepia_pharaonis_ott180299,GCA_903632075.3_SPHA2.0,Mollusca,Cephalopoda,Sepiida,Sepiidae,Acanthosepion,Acanthosepion pharaonis,22.28886301,-0.064323171,0.007110829,0.001129685,5.73E-05,0.000700258,-0.000420715,-0.000174808,4.44E-05,7.51E-05,-1.29E-05,-0.013879557,-0.006234248,985.1666667
Sepia_bandensis_ott2868417,GCA_037127315.1_Cuttlefish_Shasta_Assembly-Phased_Primary,Mollusca,Cephalopoda,Sepiida,Sepiidae,Ascarosepion,Ascarosepion bandense,22.50627928,-0.064323171,0.007110829,0.001129685,5.73E-05,0.000700258,-0.000420715,-0.000174808,4.44E-05,7.51E-05,-1.29E-05,-0.013879557,-0.006234248,273.75
Doryteuthis_pealeii_ott241285,GCA_023376005.1_UCB_Dpea_1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Doryteuthis,Doryteuthis pealeii,22.24888761,-0.064323075,0.0071108,0.001129677,5.73E-05,0.000700247,-0.000420702,-0.0001748,4.44E-05,7.51E-05,-1.29E-05,-0.013878198,-0.006233549,365
Sepioteuthis_lessoniana_ott616360,GCA_963585895.1_xcSepLess1.1,Mollusca,Cephalopoda,Myopsida,Loliginidae,Sepioteuthis,Sepioteuthis lessoniana,22.34389082,-0.064323075,0.0071108,0.001129677,5.73E-05,0.000700247,-0.000420702,-0.0001748,4.44E-05,7.51E-05,-1.29E-05,-0.013878198,-0.006233549,395.5694444
Sepiola_atlantica_ott562824,GCA_963556195.1_xcSepAtla11.1,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepiola,Sepiola atlantica,22.44360681,-0.064322852,0.007110731,0.001129659,5.73E-05,0.000700221,-0.00042067,-0.000174781,4.44E-05,7.51E-05,-1.29E-05,-0.013875055,-0.006231932,304.1666667
Euprymna_scolopes_ott528814,GCA_024364805.1_ASM2436480v1,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Euprymna,Euprymna scolopes,22.35570304,-0.064322852,0.007110731,0.001129659,5.73E-05,0.000700221,-0.00042067,-0.000174781,4.44E-05,7.51E-05,-1.29E-05,-0.013875055,-0.006231932,154.3333333
Sepiola_parva_ott2868474,GCA_964059275.1_xcSepParv1.hap1.1,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Eumandya,Eumandya parva,22.21074101,-0.064322852,0.007110731,0.001129659,5.73E-05,0.000700221,-0.00042067,-0.000174781,4.44E-05,7.51E-05,-1.29E-05,-0.013875055,-0.006231932,91.25
Idiosepius_notoides_ott362798,GCA_036873565.1_ASM3687356v1,Mollusca,Cephalopoda,Idiosepida,Idiosepiidae,Xipholeptos,Xipholeptos notoides,20.77337484,-0.064322518,0.007110629,0.001129632,5.73E-05,0.000700182,-0.000420622,-0.000174752,4.44E-05,7.51E-05,-1.29E-05,-0.013870343,-0.006229508,160.8018868
Muusoctopus_longibrachus_ott757939,GCA_027122495.1_ASM2712249v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Muusoctopus,Muusoctopus longibrachus,20.78844961,-0.0643234,0.0071109,0.001129704,5.73E-05,0.000700285,-0.000420748,-0.000174827,4.44E-05,7.51E-05,-1.29E-05,-0.013882814,-0.006235924,1460
Enteroctopus_dofleini_ott123064,GCA_027564315.1_ASM2756431v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Enteroctopus,Enteroctopus dofleini,20.42747909,-0.0643234,0.0071109,0.001129704,5.73E-05,0.000700285,-0.000420748,-0.000174827,4.44E-05,7.51E-05,-1.29E-05,-0.013882814,-0.006235924,1308.4
Japetella_diaphana_ott629526,GCA_029822975.1_ASM2982297v1,Mollusca,Cephalopoda,Octopoda,Bolitaenidae,Japetella,Japetella diaphana,20.30938243,-0.064323387,0.007110896,0.001129703,5.73E-05,0.000700283,-0.000420747,-0.000174826,4.44E-05,7.51E-05,-1.29E-05,-0.013882628,-0.006235828,2193
Octopus_vulgaris_ott110468,GCA_951406725.2_xcOctVulg1.2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus vulgaris,21.75305059,-0.064323718,0.007110997,0.00112973,5.73E-05,0.000700322,-0.000420794,-0.000174854,4.44E-05,7.51E-05,-1.29E-05,-0.013887299,-0.006238231,669.1666667
Octopus_tetricus_ott754416,GCA_027568995.1_ASM2756899v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus americanus,21.65326719,-0.064323718,0.007110997,0.00112973,5.73E-05,0.000700322,-0.000420794,-0.000174854,4.44E-05,7.51E-05,-1.29E-05,-0.013887299,-0.006238231,356
Octopus_oculifer_ott302598,GCA_006345805.1_ASM634580v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus sinensis,21.72358008,-0.064323718,0.007110997,0.00112973,5.73E-05,0.000700322,-0.000420794,-0.000174854,4.44E-05,7.51E-05,-1.29E-05,-0.013887296,-0.00623823,486.6666667
Octopus_maya_ott237487,GCA_027122535.1_ASM2712253v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus maya,21.57416455,-0.064323717,0.007110997,0.00112973,5.73E-05,0.000700322,-0.000420794,-0.000174854,4.44E-05,7.51E-05,-1.29E-05,-0.01388728,-0.006238221,453.75
Octopus_bimaculoides_ott609510,GCA_001194135.2_ASM119413v2,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus bimaculoides,21.57449244,-0.064323717,0.007110997,0.00112973,5.73E-05,0.000700322,-0.000420794,-0.000174854,4.44E-05,7.51E-05,-1.29E-05,-0.01388728,-0.006238221,517.0833333
Amphioctopus_burryi_ott2868173,GCA_026873925.1_ASM2687392v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Amphioctopus,Amphioctopus burryi,20.75402086,-0.064323688,0.007110988,0.001129727,5.73E-05,0.000700318,-0.00042079,-0.000174852,4.44E-05,7.51E-05,-1.29E-05,-0.013886879,-0.006238016,304.1666667
Hapalochlaena_maculosa_ott629519,GCA_015501135.1_ASM1550113v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Hapalochlaena,Hapalochlaena maculosa,22.11195702,-0.064323688,0.007110988,0.001129727,5.73E-05,0.000700318,-0.00042079,-0.000174852,4.44E-05,7.51E-05,-1.29E-05,-0.013886879,-0.006238016,212.9166667
Octopus_rubescens_ott609506,GCA_027564515.1_ASM2756451v1,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus rubescens,21.73745774,-0.064323672,0.007110983,0.001129726,5.73E-05,0.000700317,-0.000420787,-0.000174851,4.44E-05,7.51E-05,-1.29E-05,-0.013886649,-0.006237897,821.25
Octopus_insularis_ott2868282,GCA_029874955.1_RU_OctIns_1.0,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,Octopus insularis,21.2044119,-0.064323306,0.007110871,0.001129696,5.73E-05,0.000700274,-0.000420735,-0.000174819,4.44E-05,7.51E-05,-1.29E-05,-0.013881488,-0.006235242,172
Nautilus_pompilius_ott616359,GCA_018389105.1_ASM1838910v1,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,Nautilus pompilius,20.40721086,-0.064321261,0.007110244,0.001129529,5.73E-05,0.000700035,-0.000420441,-0.000174645,4.43E-05,7.50E-05,-1.28E-05,-0.013852602,-0.006220383,6326.666667
Acanthopleura_granulata_ott457177,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,20.22327618,-0.063896319,0.00697948,0.001094471,5.44E-05,0.00064935,-0.000355956,-0.000134949,2.66E-05,4.28E-05,-9.83E-06,-0.009497076,-0.001263695,2069.854167
Cryptochiton_stelleri_ott632182,GCA_031471745.1_ASM3147174v1,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Cryptochiton,Cryptochiton stelleri,20.4795808,-0.063896816,0.00697963,0.001094511,5.44E-05,0.000649404,-0.000356016,-0.000134982,2.67E-05,4.28E-05,-9.84E-06,-0.009501911,-0.001264431,9976.666667
Katharina_tunicata_ott837687,GCA_032466195.1_ASM3246619v1,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Katharina,Katharina tunicata,20.34385641,-0.063896816,0.00697963,0.001094511,5.44E-05,0.000649404,-0.000356016,-0.000134982,2.67E-05,4.28E-05,-9.84E-06,-0.009501911,-0.001264431,6205
Tonicella_lineata_ott472459,GCA_034781015.1_ASM3478101v1,Mollusca,Polyplacophora,Chitonida,Mopaliidae,Tonicella,Tonicella lineata,20.64039362,-0.063896813,0.006979629,0.00109451,5.44E-05,0.000649403,-0.000356016,-0.000134982,2.66E-05,4.28E-05,-9.84E-06,-0.009501881,-0.001264427,3467.5
Lepidochitona_cinerea_ott472453,GCA_963971465.1_xpLepCine2.1,Mollusca,Polyplacophora,Chitonida,Tonicellidae,Lepidochitona,Lepidochitona cinerea,20.37474032,-0.063896787,0.006979621,0.001094508,5.44E-05,0.000649401,-0.000356013,-0.00013498,2.66E-05,4.28E-05,-9.84E-06,-0.009501634,-0.001264389,1140.625
Lingula_anatina_ott1027439,GCA_001039355.2_LinAna2.0,Brachiopoda,Lingulata,Lingulida,Lingulidae,Lingula,Lingula anatina,19.82255889,-0.06373701,0.006930574,0.001081389,5.33E-05,0.000630533,-0.000331933,-0.000119778,1.85E-05,2.71E-05,-1.20E-05,-0.010575216,0.0016093,2920
Lumbricus_rubellus_ott115614,GCA_945859605.1_wcLumRube1.1,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus rubellus,20.48441327,-0.063467491,0.006840761,0.001055237,5.09E-05,0.000581794,-0.000234357,-3.08E-05,-7.77E-05,-0.000174902,-9.19E-05,-0.065472113,0.08490702,1095
Lumbricus_terrestris_ott316441,GCA_949752735.1_wcLumTerr1.1,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Lumbricus,Lumbricus terrestris,20.77827205,-0.063467491,0.006840761,0.001055237,5.09E-05,0.000581794,-0.000234357,-3.08E-05,-7.77E-05,-0.000174902,-9.19E-05,-0.065472113,0.08490702,2815.4
Eisenia_fetida_fetida_ott7487356,GCA_003999395.1_Eisenia_fetida_CLC_PE_MP,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Eisenia,Eisenia fetida,21.10987186,-0.06346735,0.006840719,0.001055226,5.09E-05,0.00058178,-0.000234345,-3.08E-05,-7.77E-05,-0.000174883,-9.19E-05,-0.065462549,0.084892816,2051.908333
Aporrectodea_caliginosa_caliginosa_ott7487297,GCA_020284085.1_ApCa_Genome_070519_masked.fasta,Annelida,Clitellata,Crassiclitellata,Lumbricidae,Aporrectodea,Aporrectodea caliginosa,20.82927224,-0.06346735,0.006840719,0.001055226,5.09E-05,0.00058178,-0.000234345,-3.08E-05,-7.77E-05,-0.000174883,-9.19E-05,-0.065462549,0.084892816,1095
Eudrilus_eugeniae_ott522303,GCA_020405105.1_ASM2040510v1,Annelida,Clitellata,Crassiclitellata,Eudrilidae,Eudrilus,Eudrilus eugeniae,19.97886805,-0.063464731,0.006839936,0.001055023,5.09E-05,0.000581523,-0.000234133,-3.08E-05,-7.75E-05,-0.000174522,-9.16E-05,-0.065285703,0.084630144,1095
Hirudo_medicinalis_ott954042,GCA_011800805.1_ASM1180080v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudo,Hirudo medicinalis,19.04953805,-0.063470838,0.006841762,0.001055497,5.09E-05,0.000582123,-0.000234629,-3.09E-05,-7.79E-05,-0.000175366,-9.22E-05,-0.065699744,0.08524548,1213.25
Hirudo_verbana_ott1037686,GCA_020137395.1_ASM2013739v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudo,Hirudo verbana,19.2750505,-0.063470838,0.006841762,0.001055497,5.09E-05,0.000582123,-0.000234629,-3.09E-05,-7.79E-05,-0.000175366,-9.22E-05,-0.065699744,0.08524548,1095
Hirudinaria_bpling_ott215022,GCA_034509925.1_ASM3450992v1,Annelida,Clitellata,Hirudinida,Hirudinidae,Hirudinaria,Hirudinaria manillensis,18.81681004,-0.063470816,0.006841755,0.001055495,5.09E-05,0.000582121,-0.000234627,-3.09E-05,-7.79E-05,-0.000175363,-9.22E-05,-0.065698253,0.085243264,2920
Erpobdella_octoculata_ott931415,GCA_963978895.1_wkErpOcto2.1,Annelida,Clitellata,Hirudinida,Erpobdellidae,Erpobdella,Erpobdella octoculata,19.77171004,-0.063470766,0.00684174,0.001055491,5.09E-05,0.000582116,-0.000234623,-3.09E-05,-7.79E-05,-0.000175356,-9.22E-05,-0.065694907,0.085238293,817.9924242
Helobdella_robusta_ott870792,GCA_000326865.1_Helobdella_robusta_v1.0,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Helobdella,Helobdella robusta,19.27669551,-0.063470731,0.00684173,0.001055488,5.09E-05,0.000582112,-0.00023462,-3.09E-05,-7.79E-05,-0.000175352,-9.22E-05,-0.065692546,0.085234785,331
Placobdella_costata_ott401395,GCA_964276725.1_wrPlaCost1.1,Annelida,Clitellata,Rhynchobdellida,Glossiphoniidae,Placobdella,Placobdella costata,20.00622842,-0.063470731,0.00684173,0.001055488,5.09E-05,0.000582112,-0.00023462,-3.09E-05,-7.79E-05,-0.000175352,-9.22E-05,-0.065692546,0.085234785,922.6388889
Piscicola_geometra_ott217749,GCA_943735955.1_wrPisGeom1.1,Annelida,Clitellata,Hirudinida,Piscicolidae,Piscicola,Piscicola geometra,18.95773098,-0.063470448,0.006841645,0.001055466,5.09E-05,0.000582085,-0.000234597,-3.09E-05,-7.78E-05,-0.000175312,-9.22E-05,-0.065673378,0.085206304,292
Antarctodrilus_proboscidea_ott219219,GCA_904063045.1_Dgyrociliatus_assembly,Annelida,Polychaeta,Dinophilidae,Dinophilidae,Dimorphilus,Dimorphilus gyrociliatus,18.17090114,-0.063457395,0.006837744,0.001054455,5.08E-05,0.000580802,-0.000233537,-3.07E-05,-7.71E-05,-0.000173508,-9.09E-05,-0.064788837,0.083891842,109
Enchytraeus_crypticus_ott249077,GCA_905160935.1_enchytraeus_crypticus_genome,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Enchytraeus,Enchytraeus crypticus,20.07930386,-0.063457395,0.006837744,0.001054455,5.08E-05,0.000580802,-0.000233537,-3.07E-05,-7.71E-05,-0.000173508,-9.09E-05,-0.064788837,0.083891842,370
Arenicola_marina_ott941625,GCA_964019135.1_wuAreMari1.1,Annelida,Polychaeta,Scolecida,Arenicolidae,Arenicola,Arenicola marina,20.58332356,-0.063454614,0.006836913,0.00105424,5.08E-05,0.000580529,-0.000233312,-3.06E-05,-7.69E-05,-0.000173124,-9.07E-05,-0.06460065,0.08361225,1825
Capitella_teleta_ott707082,GCA_000328365.1_Capca1,Annelida,Polychaeta,Scolecida,Capitellidae,Capitella,Capitella teleta,19.62450316,-0.063454594,0.006836906,0.001054238,5.08E-05,0.000580527,-0.000233309,-3.06E-05,-7.69E-05,-0.000173118,-9.07E-05,-0.064597521,0.083607203,121.0416667
Armandia_brevis_ott528687,GCA_035585475.1_ASM3558547v1,Annelida,Polychaeta,Scolecida,Opheliidae,Armandia,Armandia brevis,20.30359923,-0.063454594,0.006836906,0.001054238,5.08E-05,0.000580527,-0.000233309,-3.06E-05,-7.69E-05,-0.000173118,-9.07E-05,-0.064597521,0.083607203,42
Hydroides_elegans_ott327380,GCA_001703475.1_H_elegans_v1.0,Annelida,Polychaeta,Sabellida,Serpulidae,Hydroides,Hydroides elegans,20.74897881,-0.063456566,0.006837495,0.00105439,5.08E-05,0.000580719,-0.000233467,-3.06E-05,-7.70E-05,-0.00017338,-9.08E-05,-0.064724099,0.083793728,304.1666667
Sabella_spallanzanii_ott415986,GCA_964340945.1_wsSabSpal1.2,Annelida,Polychaeta,Sabellida,Sabellidae,Sabella,Sabella spallanzanii,21.04118421,-0.063456566,0.006837495,0.00105439,5.08E-05,0.000580719,-0.000233467,-3.06E-05,-7.70E-05,-0.00017338,-9.08E-05,-0.064724099,0.083793728,1825
Streblospio_benedicti_ott58635,GCA_019095985.1_ASM1909598v1,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,Streblospio benedicti,20.36866459,-0.063456404,0.006837447,0.001054378,5.08E-05,0.000580703,-0.000233454,-3.06E-05,-7.70E-05,-0.000173358,-9.08E-05,-0.064713338,0.083777773,385.3333333
Lamellibrachia_luymesi_ott12657,GCA_009193005.1_LLUY_1.0,Annelida,Polychaeta,Sabellida,Siboglinidae,Lamellibrachia,Lamellibrachia luymesi,20.34887229,-0.063457661,0.006837822,0.001054475,5.08E-05,0.000580826,-0.000233555,-3.07E-05,-7.71E-05,-0.00017353,-9.09E-05,-0.064797356,0.08390237,85045
Ridgeia_piscesae_ott632536,GCA_025642075.2_R07B-5,Annelida,Polychaeta,Sabellida,Siboglinidae,Ridgeia,Ridgeia piscesae,20.30509258,-0.063457663,0.006837823,0.001054475,5.08E-05,0.000580827,-0.000233556,-3.07E-05,-7.71E-05,-0.00017353,-9.09E-05,-0.064797484,0.08390256,7300
Escarpia_spicata_ott117877,GCA_963995525.1_wsEscSpic3.1,Annelida,Polychaeta,Sabellida,Siboglinidae,Escarpia,Escarpia spicata,20.78355283,-0.063457663,0.006837823,0.001054475,5.08E-05,0.000580827,-0.000233556,-3.07E-05,-7.71E-05,-0.00017353,-9.09E-05,-0.064797484,0.08390256,91250
Flabesymbios_roberti_ott4985474,GCA_964017125.1_wfFlaComm2.1,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabesymbios,Flabesymbios commensalis,21.21491923,-0.063457326,0.006837722,0.001054449,5.08E-05,0.000580794,-0.000233528,-3.07E-05,-7.71E-05,-0.000173484,-9.09E-05,-0.06477497,0.083869176,1095
Arctonoe_vittata_ott365749,GCA_040966955.1_ASM4096695v1,Annelida,Polychaeta,Phyllodocida,Polynoidae,Arctonoe,Arctonoe vittata,21.09443673,-0.063426803,0.006828598,0.001052084,5.06E-05,0.000577794,-0.000231047,-3.02E-05,-7.53E-05,-0.000169251,-8.81E-05,-0.06269771,0.080780327,1460
Sthenelais_limicola_ott874316,GCA_942159475.1_wpSthLimi1.1,Annelida,Polychaeta,Phyllodocida,Sigalionidae,Sthenelais,Sthenelais limicola,20.84650113,-0.063426803,0.006828598,0.001052084,5.06E-05,0.000577794,-0.000231047,-3.02E-05,-7.53E-05,-0.000169251,-8.81E-05,-0.06269771,0.080780327,1095
Platynereis_dumerilii_ott305770,GCA_043381215.1_ASM4338121v1,Annelida,Polychaeta,Phyllodocida,Nereididae,Platynereis,Platynereis dumerilii,21.07196441,-0.063426976,0.00682865,0.001052097,5.06E-05,0.000577811,-0.000231061,-3.02E-05,-7.53E-05,-0.000169274,-8.81E-05,-0.062708927,0.080796881,547.5
Alitta_virens_ott986619,GCA_932294295.1_wpAliVire1.1,Annelida,Polychaeta,Phyllodocida,Nereididae,Alitta,Alitta virens,20.3245329,-0.063426976,0.00682865,0.001052097,5.06E-05,0.000577811,-0.000231061,-3.02E-05,-7.53E-05,-0.000169274,-8.81E-05,-0.062708927,0.080796881,2007.5
Hermodice_carunculata_ott388241,GCA_964020975.1_waHerCaru1.1,Annelida,Polychaeta,Eunicida,Amphinomidae,Hermodice,Hermodice carunculata,21.46687983,-0.063413728,0.006824694,0.001051072,5.06E-05,0.000576516,-0.000229998,-3.00E-05,-7.45E-05,-0.00016749,-8.69E-05,-0.06184173,0.079514961,3285
Owenia_fusiformis_ott941628,GCA_903813345.2_Owenia_chromosome,Annelida,Polychaeta,Sabellida,Oweniidae,Owenia,Owenia fusiformis,20.0292069,-0.063402666,0.006821389,0.001050216,5.05E-05,0.000575431,-0.000229103,-2.98E-05,-7.39E-05,-0.000165972,-8.59E-05,-0.061099504,0.078413623,1368.75
Pomphorhynchus_laevis_ott579818,GCA_012934845.2_ASM1293484v2,Acanthocephala,Palaeacanthocephala,Echinorhynchida,Pomphorhynchidae,Pomphorhynchus,Pomphorhynchus laevis,19.34997238,-0.061293928,0.006175651,0.000878027,3.64E-05,0.000331173,6.79E-05,0.000143056,-0.000134352,-0.000269137,-6.18E-05,-0.038255367,0.047242522,224.5
Helicoverpa_zea_ott167928,GCA_022581195.1_ilHelZeax1.1,Arthropoda (Mandibulata),Insecta,Lepidoptera,Noctuidae,Helicoverpa,Helicoverpa zea,19.74291898,-0.00759045,-0.063879213,-0.07315743,0.085727464,0.027563862,-0.035554214,-0.054064182,0.022328053,-0.014995274,0.044649566,-6.73E-05,1.28E-05,49.37
